id,claim,model,repetition,label,explanation,confidence,valid_json,raw_text
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,27,sarcastic,The claim is sarcastic because it presents a common criticism of Hillary Clinton while implying that the speaker is not guilty of the same accusations.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it presents a common criticism of Hillary Clinton while implying that the speaker is not guilty of the same accusations.\"", \""confidence\"": 90}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,27,sarcastic,"The phrase 'no you are not ready' is a common sarcastic way to tell someone they are not ready, rather than a literal statement.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a common sarcastic way to tell someone they are not ready, rather than a literal statement.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,27,sarcastic,"The claim uses strong language and phrases like 'obvs wrong' to convey a mocking tone, indicating sarcasm.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses strong language and phrases like 'obvs wrong' to convey a mocking tone, indicating sarcasm.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,27,sarcastic,"The title is often associated with Joe Warren, but in this case, it is not his.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The title is often associated with Joe Warren, but in this case, it is not his.\"", \""confidence\"": 80}"""
0,They were too brown to be real Christians,llama-3.2-3b,28,sarcastic,"The claim is sarcastic because it implies that being brown is a characteristic of being a Christian, which is not true.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that being brown is a characteristic of being a Christian, which is not true.\"", \""confidence\"": 90}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,28,sarcastic,The claim is sarcastic because it describes an impossible action (inserting a finger into the trigger guard behind the finger) in a literal manner.,100,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it describes an impossible action (inserting a finger into the trigger guard behind the finger) in a literal manner.\"", \""confidence\"": 100}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,28,sarcastic,"The statement uses the phrase 'don't know shit' which is a colloquial and derogatory expression typically used to convey contempt or mocking, indicating a sarcastic tone.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The statement uses the phrase 'don't know shit' which is a colloquial and derogatory expression typically used to convey contempt or mocking, indicating a sarcastic tone.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,28,sarcastic,"The claim is sarcastic because it implies that Mario, a character known for playing many games, played very few games.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that Mario, a character known for playing many games, played very few games.\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,28,sarcastic,"The claim is sarcastic because it says 'Amazing' in response to the non-existence of Xbox Live, which is unlikely to be considered amazing.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it says 'Amazing' in response to the non-existence of Xbox Live, which is unlikely to be considered amazing.\"", \""confidence\"": 90}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,28,sarcastic,"The word 'Synical' is misspelled, suggesting that the user is being sarcastic about the term 'Sympathetic' or 'Syndical', which are related to socialism and SF. The phrase 'ploy for SF' is also ironic given the topic of socialism and the user's mention of San Francisco.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The word 'Synical' is misspelled, suggesting that the user is being sarcastic about the term 'Sympathetic' or 'Syndical', which are related to socialism and SF. The phrase 'ploy for SF' is also ironic given the topic of socialism and the user's mention of San Francisco.\"", \""confidence\"": 80}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,28,sarcastic,"The claim is sarcastic because it implies that the only thing Hillary can be guilty of is something Bill Clinton has also been accused of, which is unlikely.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that the only thing Hillary can be guilty of is something Bill Clinton has also been accused of, which is unlikely.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,28,sarcastic,The use of the phrase 'no you are not ready' is a common sarcastic way to express the opposite of what is literally being said. The tone and language used suggest that the author is being facetious.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the phrase 'no you are not ready' is a common sarcastic way to express the opposite of what is literally being said. The tone and language used suggest that the author is being facetious.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,28,sarcastic,"The language used is overly casual and dismissive, indicating sarcasm.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The language used is overly casual and dismissive, indicating sarcasm.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,28,literal,"The claim states a fact about the title belonging to Joe Warren, without any apparent irony or exaggeration.",100,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim states a fact about the title belonging to Joe Warren, without any apparent irony or exaggeration.\"", \""confidence\"": 100}"""
0,They were too brown to be real Christians,llama-3.2-3b,29,sarcastic,"The claim implies that the person is being facetious, suggesting that the person is actually a real Christian because they are not brown.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim implies that the person is being facetious, suggesting that the person is actually a real Christian because they are not brown.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,29,sarcastic,"The claim is likely sarcastic because it describes a highly improbable and potentially dangerous scenario, which is an exaggeration used for humorous effect.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is likely sarcastic because it describes a highly improbable and potentially dangerous scenario, which is an exaggeration used for humorous effect.\"", \""confidence\"": 80}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,29,sarcastic,"The statement is sarcastic because it uses the phrase 'don't know shit', which is an idiomatic expression meaning 'to know nothing', and is applied to a specific group (The Browns) in a way that is clearly mocking or ironic.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The statement is sarcastic because it uses the phrase 'don't know shit', which is an idiomatic expression meaning 'to know nothing', and is applied to a specific group (The Browns) in a way that is clearly mocking or ironic.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,29,sarcastic,"The claim is sarcastic because it is the opposite of what one would expect from someone named Mario, who is known for playing many games.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it is the opposite of what one would expect from someone named Mario, who is known for playing many games.\"", \""confidence\"": 90}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,29,sarcastic,The phrase ,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase \"", \""confidence\"": 80}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,29,sarcastic,"The word choice and tone suggest sarcasm, implying the speaker is being facetious about an election being imminent.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The word choice and tone suggest sarcasm, implying the speaker is being facetious about an election being imminent.\"", \""confidence\"": 80}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,29,sarcastic,"The phrase suggests that the speaker is implying that there is no difference between what Hillary is accused of and what the speaker is not guilty of, which is a common sarcastic remark.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase suggests that the speaker is implying that there is no difference between what Hillary is accused of and what the speaker is not guilty of, which is a common sarcastic remark.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,29,sarcastic,"The language used, 'no you are not ready', implies a dismissive tone often associated with sarcasm.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The language used, 'no you are not ready', implies a dismissive tone often associated with sarcasm.\"", \""confidence\"": 80}"""
